CHR	BP	end	CF
1	13444400	13444500	3.57962495374453
1	13444600	13444700	3.13217183452647
1	13444700	13444800	4.0270780729626
1	13444800	13444900	4.0270780729626
1	13444900	13445000	4.0270780729626
1	13445000	13445100	2.6847187153084
1	13445400	13445500	4.47453119218067
1	13445500	13445600	9.84396862279747
1	13445600	13445700	7.60670302670713
1	13445700	13445800	5.3694374306168
1	13445800	13445900	5.81689054983487
1	13445900	13446000	8.0541561459252
1	13446000	13446100	5.3694374306168
1	13446100	13446200	4.47453119218067
1	13447800	13447900	2.6847187153084
1	13448000	13448100	4.92198431139873
1	13448100	13448200	7.60670302670713
1	13448200	13448300	5.3694374306168
1	13448300	13448400	3.57962495374453
1	13448400	13448500	4.92198431139873
1	13448500	13448600	2.6847187153084
1	13453700	13453800	2.6847187153084
1	13453800	13453900	2.23726559609033
1	13457700	13457800	2.6847187153084
1	13457800	13457900	5.3694374306168
1	13457900	13458000	5.3694374306168
1	13461200	13461300	2.6847187153084
1	13461400	13461500	4.92198431139873
1	13461500	13461600	4.0270780729626
1	13464500	13464600	5.81689054983487
1	13464600	13464700	6.711796788271
1	13464700	13464800	4.0270780729626
1	13473400	13473500	4.47453119218067
1	13473500	13473600	3.57962495374453
1	13473600	13473700	2.6847187153084
1	13475900	13476000	2.6847187153084
1	13476000	13476100	2.6847187153084
1	13476300	13476400	2.6847187153084
1	13476400	13476500	2.23726559609033
1	13477200	13477300	2.6847187153084
1	13483800	13483900	3.57962495374453
1	13483900	13484000	2.6847187153084
1	13487600	13487700	3.13217183452647
1	13487700	13487800	2.23726559609033
1	13487800	13487900	3.13217183452647
1	13487900	13488000	2.23726559609033
1	13488000	13488100	2.23726559609033
1	13488100	13488200	2.6847187153084
1	13489900	13490000	2.23726559609033
1	13490000	13490100	2.6847187153084
1	13493200	13493300	2.6847187153084
1	13493300	13493400	3.13217183452647
1	13494200	13494300	3.57962495374453
1	13498400	13498500	2.6847187153084
1	13498500	13498600	3.57962495374453
1	13505300	13505400	2.6847187153084
1	13505400	13505500	3.57962495374453
1	13505600	13505700	2.23726559609033
1	13505900	13506000	2.23726559609033
1	13507000	13507100	3.13217183452647
1	13507100	13507200	4.0270780729626
1	13507200	13507300	2.6847187153084
1	13510700	13510800	3.13217183452647
1	13510900	13511000	2.23726559609033
1	13511100	13511200	2.6847187153084
1	13511400	13511500	2.23726559609033
1	13511500	13511600	2.23726559609033
1	13511700	13511800	2.23726559609033
1	13512700	13512800	2.6847187153084
1	13513500	13513600	2.6847187153084
1	13513900	13514000	2.6847187153084
1	13514000	13514100	2.6847187153084
1	13514100	13514200	2.6847187153084
1	13515000	13515100	2.6847187153084
1	13515100	13515200	2.6847187153084
1	13516000	13516100	2.6847187153084
1	13516600	13516700	2.6847187153084
1	13516700	13516800	2.6847187153084
1	13516800	13516900	3.57962495374453
1	13516900	13517000	2.6847187153084
1	13517000	13517100	4.47453119218067
1	13517100	13517200	2.6847187153084
1	13518800	13518900	4.47453119218067
1	13518900	13519000	4.0270780729626
1	13519000	13519100	4.47453119218067
1	13519100	13519200	3.13217183452647
1	13519600	13519700	2.23726559609033
1	13520400	13520500	2.6847187153084
1	13521800	13521900	4.0270780729626
1	13521900	13522000	4.0270780729626
1	13522000	13522100	4.47453119218067
1	13522100	13522200	3.57962495374453
1	13522200	13522300	3.57962495374453
1	13522300	13522400	2.6847187153084
1	13522900	13523000	2.6847187153084
1	13523200	13523300	2.6847187153084
1	13523300	13523400	2.6847187153084
1	13523400	13523500	3.57962495374453
1	13523500	13523600	2.6847187153084
1	13523600	13523700	3.57962495374453
1	13524500	13524600	2.6847187153084
1	13525300	13525400	3.57962495374453
1	13526100	13526200	5.3694374306168
1	13526200	13526300	4.47453119218067
1	13526300	13526400	2.23726559609033
1	13526400	13526500	4.0270780729626
1	13526500	13526600	6.26434366905293
1	13526600	13526700	4.92198431139873
1	13526700	13526800	3.57962495374453
1	13526800	13526900	2.23726559609033
1	13527000	13527100	2.6847187153084
1	13529500	13529600	3.13217183452647
1	13529600	13529700	2.23726559609033
1	13530200	13530300	3.13217183452647
1	13530300	13530400	2.6847187153084
1	13530800	13530900	2.23726559609033
1	13530900	13531000	4.92198431139873
1	13531000	13531100	5.3694374306168
1	13531100	13531200	3.57962495374453
1	13531200	13531300	3.13217183452647
1	13531300	13531400	4.47453119218067
1	13531400	13531500	2.6847187153084
1	13531500	13531600	6.26434366905293
1	13548900	13549000	2.23726559609033
1	13560900	13561000	3.13217183452647
1	13561000	13561100	2.23726559609033
1	13564800	13564900	2.6847187153084
1	13565400	13565500	2.6847187153084
1	13566900	13567000	3.13217183452647
1	13569900	13570000	2.6847187153084
1	13570000	13570100	4.0270780729626
1	13570100	13570200	2.6847187153084
1	13571300	13571400	3.57962495374453
1	13571400	13571500	4.47453119218067
1	13572200	13572300	2.6847187153084
1	13574300	13574400	2.23726559609033
1	13574400	13574500	2.6847187153084
1	13574800	13574900	2.6847187153084
1	13574900	13575000	2.6847187153084
1	13575000	13575100	5.3694374306168
1	13575100	13575200	3.57962495374453
1	13576400	13576500	2.23726559609033
1	13576500	13576600	6.711796788271
1	13576600	13576700	4.47453119218067
1	13578200	13578300	3.57962495374453
1	13578300	13578400	2.6847187153084
1	13579100	13579200	2.6847187153084
1	13579400	13579500	2.6847187153084
1	13579500	13579600	3.13217183452647
1	13579600	13579700	2.6847187153084
1	13579700	13579800	2.23726559609033
1	13580300	13580400	2.6847187153084
1	13580700	13580800	2.6847187153084
1	13580800	13580900	2.6847187153084
1	13581500	13581600	5.3694374306168
1	13581600	13581700	5.3694374306168
1	13581700	13581800	2.6847187153084
1	13582100	13582200	2.23726559609033
1	13587000	13587100	3.13217183452647
1	13591700	13591800	2.6847187153084
1	13591800	13591900	2.6847187153084
1	13591900	13592000	3.57962495374453
1	13592600	13592700	2.6847187153084
1	13592700	13592800	2.23726559609033
1	13592900	13593000	2.23726559609033
1	13594200	13594300	3.13217183452647
1	13594300	13594400	2.6847187153084
1	13594400	13594500	2.6847187153084
1	13594800	13594900	3.57962495374453
1	13596300	13596400	2.6847187153084
1	13596600	13596700	2.23726559609033
1	13596800	13596900	2.23726559609033
1	13596900	13597000	3.57962495374453
1	13597000	13597100	4.92198431139873
1	13597100	13597200	4.92198431139873
1	13597200	13597300	3.57962495374453
1	13597300	13597400	2.6847187153084
1	13597400	13597500	2.6847187153084
1	13598400	13598500	2.6847187153084
1	13598500	13598600	3.57962495374453
1	13598900	13599000	4.0270780729626
1	13599000	13599100	4.92198431139873
1	13599100	13599200	4.92198431139873
1	13599200	13599300	4.92198431139873
1	13599300	13599400	5.81689054983487
1	13599400	13599500	5.3694374306168
1	13599500	13599600	6.26434366905293
1	13599600	13599700	6.26434366905293
1	13599700	13599800	3.57962495374453
1	13600000	13600100	2.23726559609033
1	13600100	13600200	2.6847187153084
1	13600300	13600400	3.13217183452647
1	13603100	13603200	2.6847187153084
1	13607400	13607500	6.711796788271
1	13607600	13607700	8.94906238436134
1	13612400	13612500	4.0270780729626
1	13612500	13612600	2.23726559609033
1	13612600	13612700	2.6847187153084
1	13612700	13612800	2.23726559609033
1	13616700	13616800	9.3965155035794
1	13616800	13616900	9.3965155035794
1	13616900	13617000	7.15924990748907
1	13618900	13619000	2.23726559609033
1	13619000	13619100	2.6847187153084
1	13619700	13619800	2.6847187153084
1	13619800	13619900	2.6847187153084
1	13619900	13620000	3.57962495374453
1	13621100	13621200	3.57962495374453
1	13621200	13621300	4.47453119218067
1	13621300	13621400	2.6847187153084
1	13621500	13621600	3.57962495374453
1	13621600	13621700	2.6847187153084
1	13621700	13621800	5.3694374306168
1	13621800	13621900	9.3965155035794
1	13621900	13622000	9.84396862279747
1	13622000	13622100	8.0541561459252
1	13622100	13622200	6.26434366905293
1	13623000	13623100	2.23726559609033
1	13624400	13624500	2.23726559609033
1	13624500	13624600	5.3694374306168
1	13625200	13625300	2.23726559609033
1	13625300	13625400	2.23726559609033
1	13625400	13625500	2.23726559609033
1	13625500	13625600	2.23726559609033
1	13625700	13625800	2.6847187153084
1	13625800	13625900	2.6847187153084
1	13626100	13626200	3.57962495374453
1	13626200	13626300	6.711796788271
1	13626300	13626400	7.60670302670713
1	13626500	13626600	3.57962495374453
1	13626600	13626700	3.13217183452647
1	13626700	13626800	3.13217183452647
1	13628900	13629000	3.57962495374453
1	13629000	13629100	4.47453119218067
1	13630000	13630100	2.6847187153084
1	13632000	13632100	2.6847187153084
1	13632100	13632200	3.57962495374453
1	13632200	13632300	2.6847187153084
1	13643400	13643500	2.6847187153084
1	13643500	13643600	2.6847187153084
1	13643600	13643700	2.23726559609033
1	13643700	13643800	3.57962495374453
1	13644500	13644600	2.6847187153084
1	13644600	13644700	2.6847187153084
1	13644800	13644900	2.6847187153084
1	13644900	13645000	3.57962495374453
1	13645200	13645300	4.0270780729626
1	13645300	13645400	2.6847187153084
1	13646800	13646900	2.23726559609033
1	13647000	13647100	3.13217183452647
1	13647100	13647200	2.6847187153084
1	13647900	13648000	3.13217183452647
1	13648300	13648400	2.6847187153084
1	13648400	13648500	2.6847187153084
1	13648500	13648600	3.57962495374453
1	13648600	13648700	4.47453119218067
1	13648700	13648800	2.6847187153084
1	13648800	13648900	5.81689054983487
1	13648900	13649000	4.0270780729626
1	13649000	13649100	4.0270780729626
1	13649100	13649200	2.6847187153084
1	13649200	13649300	4.0270780729626
1	13649300	13649400	4.0270780729626
1	13649400	13649500	2.6847187153084
1	13651600	13651700	2.6847187153084
1	13652300	13652400	4.47453119218067
1	13652400	13652500	5.3694374306168
1	13652500	13652600	8.0541561459252
1	13652600	13652700	8.0541561459252
1	13652700	13652800	6.26434366905293
1	13652800	13652900	4.0270780729626
1	13652900	13653000	2.23726559609033
1	13653100	13653200	3.57962495374453
1	13653200	13653300	4.92198431139873
1	13653300	13653400	4.47453119218067
1	13653400	13653500	2.6847187153084
1	13653500	13653600	2.6847187153084
1	13653600	13653700	2.6847187153084
1	13654000	13654100	3.13217183452647
1	13654100	13654200	3.57962495374453
1	13654200	13654300	2.6847187153084
1	13654300	13654400	3.13217183452647
1	13662700	13662800	2.23726559609033
1	13664900	13665000	2.23726559609033
1	13665000	13665100	2.6847187153084
1	13665100	13665200	2.6847187153084
1	13665200	13665300	2.23726559609033
1	13665300	13665400	2.23726559609033
1	13665400	13665500	2.6847187153084
1	13665800	13665900	2.6847187153084
1	13665900	13666000	2.6847187153084
1	13666900	13667000	4.47453119218067
1	13667000	13667100	5.3694374306168
1	13667100	13667200	4.47453119218067
1	13668200	13668300	2.6847187153084
1	13676700	13676800	3.57962495374453
1	13676800	13676900	2.23726559609033
1	13677800	13677900	2.6847187153084
1	13678000	13678100	2.23726559609033
1	13678100	13678200	5.81689054983487
1	13678200	13678300	6.26434366905293
1	13678400	13678500	21.9252028416853
1	13678500	13678600	22.8201090801214
1	13678600	13678700	22.3726559609033
1	13679200	13679300	2.6847187153084
1	13679300	13679400	3.57962495374453
1	13679800	13679900	2.23726559609033
1	13679900	13680000	3.57962495374453
1	13680000	13680100	3.13217183452647
1	13682200	13682300	4.92198431139873
1	13682300	13682400	5.81689054983487
1	13682400	13682500	5.81689054983487
1	13682500	13682600	5.81689054983487
1	13682600	13682700	2.6847187153084
1	13684500	13684600	2.6847187153084
1	13684600	13684700	2.6847187153084
1	13686800	13686900	3.13217183452647
1	13686900	13687000	2.23726559609033
1	13688900	13689000	4.0270780729626
1	13689000	13689100	4.0270780729626
1	13689300	13689400	2.6847187153084
1	13691700	13691800	2.6847187153084
1	13691800	13691900	2.6847187153084
1	13692700	13692800	2.6847187153084
1	13692800	13692900	2.6847187153084
1	13692900	13693000	2.6847187153084
1	13693200	13693300	2.23726559609033
1	13699500	13699600	4.47453119218067
1	13699600	13699700	2.6847187153084
1	13704700	13704800	3.57962495374453
1	13704900	13705000	2.6847187153084
1	13705000	13705100	2.6847187153084
1	13705100	13705200	3.57962495374453
1	13705200	13705300	3.57962495374453
1	13705300	13705400	4.92198431139873
1	13705400	13705500	4.47453119218067
1	13705500	13705600	6.26434366905293
1	13705600	13705700	3.57962495374453
1	13706000	13706100	2.23726559609033
1	13708800	13708900	2.23726559609033
1	13708900	13709000	2.6847187153084
1	13709000	13709100	2.23726559609033
1	13709500	13709600	2.23726559609033
1	13709600	13709700	4.47453119218067
1	13709700	13709800	4.0270780729626
1	13709800	13709900	3.57962495374453
1	13709900	13710000	2.6847187153084
1	13711100	13711200	4.47453119218067
1	13711200	13711300	5.81689054983487
1	13711300	13711400	5.81689054983487
1	13711400	13711500	4.92198431139873
1	13711500	13711600	4.92198431139873
1	13711600	13711700	4.0270780729626
1	13711700	13711800	2.23726559609033
1	13712000	13712100	2.6847187153084
1	13712400	13712500	3.57962495374453
1	13712500	13712600	5.3694374306168
1	13712600	13712700	2.23726559609033
1	13712700	13712800	3.13217183452647
1	13712800	13712900	3.13217183452647
1	13713000	13713100	2.23726559609033
1	13713100	13713200	3.13217183452647
1	13713200	13713300	4.0270780729626
1	13713900	13714000	2.6847187153084
1	13714000	13714100	3.13217183452647
1	13714100	13714200	3.57962495374453
1	13714200	13714300	3.57962495374453
1	13714300	13714400	3.57962495374453
1	13719600	13719700	2.6847187153084
1	13719700	13719800	2.6847187153084
1	13720100	13720200	2.6847187153084
1	13720200	13720300	2.6847187153084
1	13721600	13721700	2.6847187153084
1	13723100	13723200	2.6847187153084
1	13723300	13723400	2.6847187153084
1	13725400	13725500	4.92198431139873
1	13725500	13725600	2.23726559609033
1	13726000	13726100	2.6847187153084
1	13726100	13726200	2.6847187153084
1	13726600	13726700	3.57962495374453
1	13726700	13726800	3.57962495374453
1	13727900	13728000	2.6847187153084
1	13728000	13728100	5.3694374306168
1	13728100	13728200	5.3694374306168
1	13730800	13730900	3.57962495374453
1	13730900	13731000	8.0541561459252
1	13731100	13731200	2.6847187153084
1	13731200	13731300	2.6847187153084
1	13731300	13731400	2.6847187153084
1	13732200	13732300	2.6847187153084
1	13732700	13732800	2.23726559609033
1	13734100	13734200	2.23726559609033
1	13734700	13734800	4.92198431139873
1	13735000	13735100	4.92198431139873
1	13735400	13735500	2.23726559609033
1	13735500	13735600	5.81689054983487
1	13735600	13735700	4.0270780729626
1	13735700	13735800	2.23726559609033
1	13736600	13736700	2.6847187153084
1	13737000	13737100	2.6847187153084
1	13737100	13737200	2.6847187153084
1	13738200	13738300	2.6847187153084
1	13739300	13739400	2.6847187153084
1	13739400	13739500	3.57962495374453
1	13739500	13739600	2.6847187153084
1	13741300	13741400	2.6847187153084
1	13741600	13741700	2.6847187153084
1	13742200	13742300	2.23726559609033
1	13742300	13742400	2.6847187153084
1	13742800	13742900	2.6847187153084
1	13742900	13743000	2.6847187153084
1	13744100	13744200	2.23726559609033
1	13744200	13744300	3.13217183452647
1	13744300	13744400	4.47453119218067
1	13744400	13744500	3.13217183452647
1	13744500	13744600	3.13217183452647
1	13747400	13747500	2.23726559609033
1	13747500	13747600	2.6847187153084
1	13747600	13747700	2.6847187153084
1	13747700	13747800	2.6847187153084
1	13747800	13747900	2.23726559609033
1	13748100	13748200	2.6847187153084
1	13749200	13749300	2.23726559609033
1	13749300	13749400	3.13217183452647
1	13749400	13749500	4.0270780729626
1	13749500	13749600	2.6847187153084
1	13749600	13749700	2.6847187153084
1	13751800	13751900	2.6847187153084
1	13752200	13752300	2.6847187153084
1	13757400	13757500	3.57962495374453
1	13757500	13757600	4.47453119218067
1	13757900	13758000	2.23726559609033
1	13758000	13758100	4.47453119218067
1	13758100	13758200	4.0270780729626
1	13758700	13758800	2.23726559609033
1	13769500	13769600	3.57962495374453
1	13769600	13769700	3.57962495374453
1	13769800	13769900	2.6847187153084
1	13769900	13770000	3.57962495374453
1	13770300	13770400	2.23726559609033
1	13770400	13770500	2.23726559609033
1	13770500	13770600	4.47453119218067
1	13770600	13770700	5.81689054983487
1	13770700	13770800	6.711796788271
1	13770800	13770900	4.0270780729626
1	13771100	13771200	2.6847187153084
1	13771400	13771500	4.0270780729626
1	13771500	13771600	3.13217183452647
1	13771800	13771900	3.13217183452647
1	13771900	13772000	4.0270780729626
1	13772000	13772100	3.13217183452647
1	13772100	13772200	3.13217183452647
1	13773300	13773400	3.57962495374453
1	13773400	13773500	3.57962495374453
1	13773500	13773600	3.57962495374453
1	13774600	13774700	2.6847187153084
1	13775000	13775100	3.13217183452647
1	13775100	13775200	4.0270780729626
1	13775200	13775300	2.23726559609033
1	13776000	13776100	4.47453119218067
1	13776100	13776200	3.57962495374453
1	13776500	13776600	2.6847187153084
1	13776600	13776700	2.6847187153084
1	13777500	13777600	2.23726559609033
1	13777600	13777700	3.13217183452647
1	13778000	13778100	2.6847187153084
1	13778100	13778200	3.57962495374453
1	13778200	13778300	5.3694374306168
1	13778300	13778400	4.0270780729626
1	13779000	13779100	2.6847187153084
1	13780300	13780400	2.6847187153084
1	13780400	13780500	3.57962495374453
1	13780500	13780600	3.57962495374453
1	13781300	13781400	2.6847187153084
1	13781400	13781500	2.6847187153084
1	13782000	13782100	2.23726559609033
1	13782100	13782200	7.15924990748907
1	13782200	13782300	9.3965155035794
1	13782300	13782400	5.3694374306168
1	13782900	13783000	2.6847187153084
1	13783000	13783100	3.57962495374453
1	13783100	13783200	2.6847187153084
1	13784900	13785000	2.6847187153084
1	13785400	13785500	3.57962495374453
1	13785500	13785600	2.23726559609033
1	13786600	13786700	4.92198431139873
1	13786700	13786800	8.0541561459252
1	13786900	13787000	8.94906238436134
1	13787000	13787100	2.6847187153084
1	13787800	13787900	2.6847187153084
1	13787900	13788000	3.57962495374453
1	13788000	13788100	5.81689054983487
1	13788100	13788200	4.0270780729626
1	13788300	13788400	3.57962495374453
1	13788500	13788600	3.57962495374453
1	13789700	13789800	2.6847187153084
1	13789800	13789900	3.13217183452647
1	13789900	13790000	4.47453119218067
1	13790000	13790100	3.57962495374453
1	13790100	13790200	2.6847187153084
1	13790200	13790300	2.23726559609033
1	13791800	13791900	2.23726559609033
1	13791900	13792000	3.57962495374453
1	13792500	13792600	2.6847187153084
1	13792600	13792700	4.47453119218067
1	13792700	13792800	2.6847187153084
1	13793100	13793200	2.6847187153084
1	13793400	13793500	2.6847187153084
1	13793500	13793600	5.3694374306168
1	13793600	13793700	4.47453119218067
1	13794300	13794400	2.6847187153084
1	13794400	13794500	4.47453119218067
1	13794500	13794600	5.81689054983487
1	13794600	13794700	2.6847187153084
1	13794700	13794800	4.92198431139873
1	13794800	13794900	5.3694374306168
1	13794900	13795000	3.57962495374453
1	13795000	13795100	5.81689054983487
1	13795100	13795200	3.57962495374453
1	13796500	13796600	2.23726559609033
1	13796600	13796700	3.57962495374453
1	13796700	13796800	8.0541561459252
1	13796800	13796900	8.0541561459252
1	13796900	13797000	3.57962495374453
1	13797600	13797700	2.23726559609033
1	13797700	13797800	4.0270780729626
1	13797800	13797900	3.13217183452647
1	13797900	13798000	3.57962495374453
1	13798000	13798100	5.3694374306168
1	13798100	13798200	6.26434366905293
1	13798200	13798300	8.0541561459252
1	13798300	13798400	7.15924990748907
1	13798400	13798500	3.57962495374453
1	13799200	13799300	2.6847187153084
1	13799600	13799700	3.57962495374453
1	13801700	13801800	6.711796788271
1	13801800	13801900	7.15924990748907
1	13805800	13805900	3.57962495374453
1	13805900	13806000	3.57962495374453
1	13806000	13806100	2.6847187153084
1	13808300	13808400	2.6847187153084
1	13808400	13808500	2.6847187153084
1	13809600	13809700	2.6847187153084
1	13809700	13809800	2.6847187153084
1	13811000	13811100	2.6847187153084
1	13811100	13811200	6.26434366905293
1	13811200	13811300	8.94906238436134
1	13811300	13811400	5.3694374306168
1	13811400	13811500	4.0270780729626
1	13813500	13813600	2.23726559609033
1	13818500	13818600	2.23726559609033
1	13818600	13818700	2.6847187153084
1	13818700	13818800	2.6847187153084
1	13821200	13821300	2.6847187153084
1	13821700	13821800	6.711796788271
1	13821800	13821900	8.50160926514327
1	13822600	13822700	2.23726559609033
1	13822700	13822800	3.13217183452647
1	13822800	13822900	3.13217183452647
1	13823100	13823200	2.23726559609033
1	13823600	13823700	2.6847187153084
1	13823700	13823800	3.13217183452647
1	13823800	13823900	3.13217183452647
1	13825300	13825400	3.13217183452647
1	13825400	13825500	2.23726559609033
1	13825500	13825600	3.13217183452647
1	13825700	13825800	2.6847187153084
1	13825800	13825900	2.6847187153084
1	13827900	13828000	3.13217183452647
1	13828000	13828100	2.6847187153084
1	13828500	13828600	2.6847187153084
1	13828600	13828700	2.23726559609033
1	13828700	13828800	2.23726559609033
1	13830500	13830600	3.57962495374453
1	13831100	13831200	2.23726559609033
1	13831900	13832000	3.57962495374453
1	13832000	13832100	2.6847187153084
1	13832100	13832200	2.6847187153084
1	13832900	13833000	2.23726559609033
1	13833200	13833300	2.6847187153084
1	13833300	13833400	3.57962495374453
1	13833400	13833500	3.57962495374453
1	13833500	13833600	4.47453119218067
1	13834100	13834200	9.84396862279747
1	13834300	13834400	5.3694374306168
1	13835300	13835400	2.6847187153084
1	13835400	13835500	3.57962495374453
1	13835500	13835600	3.57962495374453
1	13840000	13840100	2.6847187153084
1	13841000	13841100	4.47453119218067
1	13841100	13841200	5.3694374306168
1	13841200	13841300	5.81689054983487
1	13841300	13841400	7.15924990748907
1	13842600	13842700	3.13217183452647
1	13842900	13843000	2.23726559609033
1	13843100	13843200	3.57962495374453
1	13843200	13843300	2.6847187153084
1	13845000	13845100	2.6847187153084
1	13850000	13850100	2.6847187153084
1	13850100	13850200	3.57962495374453
1	13851000	13851100	2.6847187153084
1	13851200	13851300	4.47453119218067
1	13851300	13851400	2.6847187153084
1	13851500	13851600	2.23726559609033
1	13851700	13851800	2.6847187153084
1	13851800	13851900	2.23726559609033
1	13855400	13855500	2.6847187153084
1	13855500	13855600	2.6847187153084
1	13860000	13860100	4.47453119218067
1	13862900	13863000	2.6847187153084
1	13863100	13863200	8.0541561459252
1	13863200	13863300	9.3965155035794
1	13863300	13863400	8.0541561459252
1	13863400	13863500	8.0541561459252
1	13863500	13863600	2.6847187153084
1	13863600	13863700	3.57962495374453
1	13863800	13863900	2.23726559609033
1	13863900	13864000	3.13217183452647
1	13864000	13864100	4.0270780729626
1	13864100	13864200	5.81689054983487
1	13864200	13864300	4.92198431139873
1	13864300	13864400	4.47453119218067
1	13864400	13864500	2.6847187153084
1	13864500	13864600	4.0270780729626
1	13864600	13864700	3.13217183452647
1	13866900	13867000	3.57962495374453
1	13869500	13869600	2.6847187153084
1	13869800	13869900	2.6847187153084
1	13870100	13870200	5.3694374306168
1	13870200	13870300	2.6847187153084
1	13870300	13870400	5.3694374306168
1	13870400	13870500	3.57962495374453
1	13870600	13870700	5.3694374306168
1	13870700	13870800	3.57962495374453
1	13874200	13874300	2.6847187153084
1	13874300	13874400	3.57962495374453
1	13878800	13878900	2.6847187153084
1	13878900	13879000	2.6847187153084
1	13881500	13881600	3.13217183452647
1	13881600	13881700	4.92198431139873
1	13881700	13881800	4.47453119218067
1	13881800	13881900	3.57962495374453
1	13884300	13884400	2.23726559609033
1	13886800	13886900	2.6847187153084
1	13888200	13888300	2.6847187153084
1	13888300	13888400	2.6847187153084
1	13889700	13889800	2.6847187153084
1	13889800	13889900	2.6847187153084
1	13890100	13890200	2.6847187153084
1	13890200	13890300	2.6847187153084
1	13894600	13894700	2.23726559609033
1	13903200	13903300	4.47453119218067
1	13903300	13903400	2.6847187153084
1	13903400	13903500	2.6847187153084
1	13903500	13903600	3.57962495374453
1	13904200	13904300	3.13217183452647
1	13904600	13904700	4.47453119218067
1	13912900	13913000	2.23726559609033
1	13913200	13913300	2.6847187153084
1	13913300	13913400	2.23726559609033
1	13913700	13913800	2.6847187153084
1	13913800	13913900	3.13217183452647
1	13913900	13914000	2.23726559609033
1	13914000	13914100	2.6847187153084
1	13914100	13914200	3.57962495374453
1	13914200	13914300	2.23726559609033
1	13914600	13914700	2.23726559609033
1	13914700	13914800	4.0270780729626
1	13914800	13914900	2.23726559609033
1	13915000	13915100	2.6847187153084
1	13915100	13915200	3.13217183452647
1	13915200	13915300	4.0270780729626
1	13916900	13917000	2.23726559609033
1	13917500	13917600	2.6847187153084
1	13917600	13917700	4.47453119218067
1	13917700	13917800	2.6847187153084
1	13918300	13918400	4.47453119218067
1	13918400	13918500	6.26434366905293
1	13918800	13918900	3.13217183452647
1	13918900	13919000	3.57962495374453
1	13919000	13919100	2.6847187153084
1	13920800	13920900	2.23726559609033
1	13921300	13921400	6.26434366905293
1	13921400	13921500	8.0541561459252
1	13921500	13921600	5.81689054983487
1	13921600	13921700	2.6847187153084
1	13921900	13922000	4.47453119218067
1	13922000	13922100	2.6847187153084
1	13922500	13922600	2.23726559609033
1	13922600	13922700	3.13217183452647
1	13922700	13922800	2.23726559609033
1	13923100	13923200	2.6847187153084
1	13923900	13924000	3.57962495374453
1	13924900	13925000	2.23726559609033
1	13925000	13925100	2.23726559609033
1	13926300	13926400	3.57962495374453
1	13926400	13926500	2.6847187153084
1	13926600	13926700	3.57962495374453
1	13926700	13926800	2.6847187153084
1	13928600	13928700	2.6847187153084
1	13928700	13928800	2.6847187153084
1	13929400	13929500	4.0270780729626
1	13929500	13929600	4.92198431139873
1	13929600	13929700	2.6847187153084
1	13931500	13931600	3.57962495374453
1	13931600	13931700	4.0270780729626
1	13931700	13931800	2.6847187153084
1	13931800	13931900	3.13217183452647
1	13932000	13932100	3.57962495374453
1	13932100	13932200	2.23726559609033
1	13932600	13932700	2.23726559609033
1	13932700	13932800	6.26434366905293
1	13932800	13932900	8.94906238436134
1	13932900	13933000	5.3694374306168
1	13933000	13933100	2.6847187153084
1	13933300	13933400	3.57962495374453
1	13933400	13933500	2.6847187153084
1	13934800	13934900	2.6847187153084
1	13935500	13935600	5.81689054983487
1	13935600	13935700	8.0541561459252
1	13935700	13935800	2.6847187153084
1	13935800	13935900	2.6847187153084
1	13936200	13936300	2.6847187153084
1	13936500	13936600	3.57962495374453
1	13936600	13936700	3.57962495374453
1	13936700	13936800	2.6847187153084
1	13937000	13937100	2.6847187153084
1	13937300	13937400	2.6847187153084
1	13937700	13937800	2.23726559609033
1	13937900	13938000	2.6847187153084
1	13938500	13938600	2.6847187153084
1	13938600	13938700	3.13217183452647
1	13938700	13938800	4.47453119218067
1	13940300	13940400	2.6847187153084
1	13940500	13940600	2.6847187153084
1	13941000	13941100	2.6847187153084
1	13941100	13941200	4.0270780729626
1	13941200	13941300	3.13217183452647
1	13941900	13942000	2.6847187153084
1	13942000	13942100	4.47453119218067
1	13942100	13942200	4.47453119218067
1	13942500	13942600	2.6847187153084
1	13942600	13942700	3.13217183452647
1	13942700	13942800	6.711796788271
1	13942800	13942900	8.0541561459252
1	13942900	13943000	6.711796788271
1	13943000	13943100	2.23726559609033
1	13944200	13944300	2.6847187153084
1	13944300	13944400	3.57962495374453
1	13944400	13944500	6.26434366905293
1	13944500	13944600	5.3694374306168
1	13945800	13945900	2.6847187153084
1	13945900	13946000	2.23726559609033
1	13946100	13946200	2.23726559609033
1	13946200	13946300	2.23726559609033
1	13952900	13953000	3.57962495374453
1	13953000	13953100	2.6847187153084
1	13953600	13953700	3.13217183452647
1	13953700	13953800	2.23726559609033
1	13953800	13953900	3.13217183452647
1	13953900	13954000	2.23726559609033
1	13954100	13954200	2.23726559609033
1	13954500	13954600	7.60670302670713
1	13954800	13954900	22.3726559609033
1	13955100	13955200	6.26434366905293
1	13955200	13955300	4.47453119218067
1	13955400	13955500	2.6847187153084
1	13956000	13956100	2.6847187153084
1	13958100	13958200	2.6847187153084
1	13958200	13958300	2.6847187153084
1	13958600	13958700	8.0541561459252
1	13958700	13958800	9.84396862279747
1	13958800	13958900	7.60670302670713
1	13958900	13959000	3.13217183452647
1	13959200	13959300	2.6847187153084
1	13959400	13959500	2.6847187153084
1	13960100	13960200	3.57962495374453
